agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,date_range_interval,date_range_yrs,parameter_nm,parameter_units
USGS,07049500,"Beaver Lake @ Hwy 12 bridge near Rogers, AR",LK,36.33229629,-94.0190894,T,NAD83,1006.47,.01,NGVD29,11010001,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-23,36,1983-01-26 UTC--1995-05-23 UTC,12.323921971252565,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049570,"BEAVER LAKE ON PRAIRIE CREEK NEAR ROGERS, AR",LK,36.34674135,-94.0827024,T,NAD83,NA,NA,NA,11010001,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-23,36,1983-01-26 UTC--1995-05-23 UTC,12.323921971252565,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049590,BEAVER LK NR AVOCA AR,LK,36.37174079,-94.0652021,T,NAD83,NA,NA,NA,11010001,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-23,36,1983-01-26 UTC--1995-05-23 UTC,12.323921971252565,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054496,BULL SHOALS LAKE @ JIMMIE CK NR BULL SHOALS AR,LK,36.3820117,-92.614609,T,NAD83,NA,NA,NA,11010003,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-14,1995-05-17,37,1982-12-14 UTC--1995-05-17 UTC,12.424880219028067,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054499,BULL SHOALS LAKE ON HOWARD CK NR LAKEVIEW AR,LK,36.39145568,-92.5387739,T,NAD83,NA,NA,NA,11010003,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-14,1995-05-17,35,1982-12-14 UTC--1995-05-17 UTC,12.424880219028067,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07053250,"Yocum Creek near Oak Grove, AR",ST,36.45444444,-93.3561111,S,NAD83,1000,10.,NGVD29,11010001,qw,70957,NA,0,NA,bio,BIO,47076,0,1993-09-22,2009-08-27,22,1993-09-22 UTC--2009-08-27 UTC,15.930355920602326,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,07054460,'BULL SHOALS LK NR BUCK CK 07054460 ',LK,36.49312127,-92.7837809,T,NAD83,NA,NA,NA,11010003,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-14,1995-05-16,37,1982-12-14 UTC--1995-05-16 UTC,12.422142368240932,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054472,B S LK BL BIG MUSIC CK NR MIDWAY AR LOG BOOM,LK,36.4306222,-92.6804444,T,NAD83,NA,NA,NA,11010003,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-14,1995-05-16,37,1982-12-14 UTC--1995-05-16 UTC,12.422142368240932,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049050,"War Eagle Creek at War Eagle, AR",ST,36.26757447,-93.9432535,T,NAD83,1127,1.6,NAVD88,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-08-21,37,1983-01-26 UTC--1995-08-21 UTC,12.571184120465434,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049200,Beaver Lake near Lowell,LK,36.25924237,-94.0690902,T,NAD83,NA,NA,NA,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,2019-09-17,170,1983-01-26 UTC--2019-09-17 UTC,36.643566050650236,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049500,"Beaver Lake @ Hwy 12 bridge near Rogers, AR",LK,36.33229629,-94.0190894,T,NAD83,1006.47,.01,NGVD29,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,2019-09-18,168,1983-01-26 UTC--2019-09-18 UTC,36.64630390143737,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049570,"BEAVER LAKE ON PRAIRIE CREEK NEAR ROGERS, AR",LK,36.34674135,-94.0827024,T,NAD83,NA,NA,NA,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-08-22,37,1983-01-26 UTC--1995-08-22 UTC,12.573921971252565,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049590,BEAVER LK NR AVOCA AR,LK,36.37174079,-94.0652021,T,NAD83,NA,NA,NA,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-08-22,37,1983-01-26 UTC--1995-08-22 UTC,12.573921971252565,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07049690,"Beaver Lake near Eureka Springs, AR",LK,36.42090508,-93.8474187,T,NAD83,NA,NA,NA,11010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-05-19,2019-09-18,181,1982-05-19 UTC--2019-09-18 UTC,37.332135523613964,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054499,BULL SHOALS LAKE ON HOWARD CK NR LAKEVIEW AR,LK,36.39145568,-92.5387739,T,NAD83,NA,NA,NA,11010003,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-14,1995-08-29,36,1982-12-14 UTC--1995-08-29 UTC,12.70773442847365,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054500,"Bull Shoals Lake near Flippin, AR",LK,36.3656229,-92.5748858,T,NAD83,NA,NA,NA,11010003,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-05-25,1995-08-29,53,1982-05-25 UTC--1995-08-29 UTC,13.260951403148526,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054460,'BULL SHOALS LK NR BUCK CK 07054460 ',LK,36.49312127,-92.7837809,T,NAD83,NA,NA,NA,11010003,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-14,1995-08-28,38,1982-12-14 UTC--1995-08-28 UTC,12.704996577686519,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054472,B S LK BL BIG MUSIC CK NR MIDWAY AR LOG BOOM,LK,36.4306222,-92.6804444,T,NAD83,NA,NA,NA,11010003,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-14,1995-08-29,38,1982-12-14 UTC--1995-08-29 UTC,12.70773442847365,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054486,BULL SHOALS LK AB PINE BRANCH @ INDIAN POINT AR,LK,36.4750657,-92.6293321,T,NAD83,NA,NA,NA,11010003,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-14,1995-08-29,38,1982-12-14 UTC--1995-08-29 UTC,12.70773442847365,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07054500,"Bull Shoals Lake near Flippin, AR",LK,36.3656229,-92.5748858,T,NAD83,NA,NA,NA,11010003,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-05-25,1995-05-17,52,1982-05-25 UTC--1995-05-17 UTC,12.976899383983573,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07055646,"Buffalo River near Boxley, AR",ST,35.93888889,-93.405,T,NAD83,NA,NA,NA,11010005,qw,70950,NA,0,NA,bio,BIO,0,0,2002-09-11,2013-08-06,4,2002-09-11 UTC--2013-08-06 UTC,10.90451745379877,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,07075215,GREERS FERRY LK AB HILL CK AR,LK,35.6067439,-92.1290402,T,NAD83,NA,NA,NA,11010014,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-13,1995-05-17,36,1982-12-13 UTC--1995-05-17 UTC,12.427618069815193,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075490,GREERS FERRY LK NR CLINTON AR,LK,35.58507764,-92.425713,T,NAD83,NA,NA,NA,11010014,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-13,1995-05-17,36,1982-12-13 UTC--1995-05-17 UTC,12.427618069815193,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075602,GREERS FERRY LK NR CHOCTAW AR,LK,35.5231332,-92.4154347,T,NAD83,NA,NA,NA,11010014,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-13,1995-05-17,36,1982-12-13 UTC--1995-05-17 UTC,12.427618069815193,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075638,"GREERS FERRY LAKE AT HIGDEN,ARK",LK,35.5634109,-92.1968194,T,NAD83,NA,NA,NA,11010014,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-13,1995-08-23,37,1982-12-13 UTC--1995-08-23 UTC,12.694045174537989,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075638,"GREERS FERRY LAKE AT HIGDEN,ARK",LK,35.5634109,-92.1968194,T,NAD83,NA,NA,NA,11010014,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-13,1995-05-17,36,1982-12-13 UTC--1995-05-17 UTC,12.427618069815193,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340595,"LITTLE RIVER NEAR WILTON,ARK.",LK,33.78345148,-94.1485292,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-13,1995-05-23,31,1983-12-13 UTC--1995-05-23 UTC,11.444045174537989,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340800,"MILLWOOD LK @ YARBOROUGH LANDING NR ASHDOWN,AR",LK,33.72484204,-94.0182462,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-13,1995-05-23,32,1983-12-13 UTC--1995-05-23 UTC,11.444045174537989,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340960,"DIERKS LAKE AT CAMP CK. NEAR BURG,ARK.",LK,34.19983314,-94.0896418,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-12,1995-05-22,32,1983-12-12 UTC--1995-05-22 UTC,11.444045174537989,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340980,DIERKS LAKE AT HOSE CK. NEAR LEBANON.ARK.,LK,34.1690004,-94.0960305,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-12,1995-05-22,32,1983-12-12 UTC--1995-05-22 UTC,11.444045174537989,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340990,"DIERKS LAKE NR DIERKS , AR",LK,34.14427867,-94.0982525,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-06-03,1995-05-22,47,1982-06-03 UTC--1995-05-22 UTC,12.968685831622176,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07341250,"MILLWOOD LAKE AT HWY 332 BRIDGE NEAR SCHAAL,ARK.",LK,33.81900678,-93.9851896,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-13,1995-05-23,32,1983-12-13 UTC--1995-05-23 UTC,11.444045174537989,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07261925,NIMROD LK ON PRAIRIE CK AR,LK,34.9484247,-93.2868493,T,NAD83,NA,NA,NA,11110206,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-07,1995-05-25,35,1982-12-07 UTC--1995-05-25 UTC,12.465947980835047,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07339450,"DeQueen Lake near DeQueen, AR",LK,34.09816809,-94.3810413,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-06-03,1995-05-24,49,1982-06-03 UTC--1995-05-24 UTC,12.97416153319644,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340430,"GILLHAM LAKE AT DUCKETT FORD NEAR UMPIRE,ARK.",LK,34.26288888,-94.192981,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-12,1995-05-24,34,1983-12-12 UTC--1995-05-24 UTC,11.449520876112254,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340435,"GILLHAM LAKE (OPOSSUM CK. ARM) NEAR DUCKETT,ARK.",LK,34.25400044,-94.2190931,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-12,1995-05-24,34,1983-12-12 UTC--1995-05-24 UTC,11.449520876112254,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07261950,NIMROD LK NR CARTER COVE AR,LK,34.95620218,-93.24906999,T,NAD83,NA,NA,NA,11110206,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-06,1995-05-25,36,1982-12-06 UTC--1995-05-25 UTC,12.468685831622176,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07262000,"Nimrod Lake near Nimrod, AR",ST,34.95203507,-93.1607341,T,NAD83,NA,NA,NA,11110206,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-05-17,1995-05-25,52,1982-05-17 UTC--1995-05-25 UTC,13.021902806297057,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,072632977,TWIN CREEK AT NURSERY POND NEAR CROSSROAD,ST,34.87370066,-92.6107176,T,NAD83,NA,NA,NA,11110207,qw,70953,NA,0,NA,wat,BIO,47076,0,1997-08-19,2007-08-20,5,1997-08-19 UTC--2007-08-20 UTC,10.002737850787137,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07339430,"DEQUEEN LAKE AT ROBINSON CK. NEAR GILLHAM,ARK.",LK,34.1637223,-94.4052098,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-13,1995-05-24,34,1983-12-13 UTC--1995-05-24 UTC,11.44678302532512,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07339440,"DEQUEEN LAKE AT BELLAH CK. NEAR KELLUM,ARK.",LK,34.11872326,-94.3863196,T,NAD83,NA,NA,NA,11140109,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-12-13,1995-05-24,31,1983-12-13 UTC--1995-05-24 UTC,11.44678302532512,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07257696,Huckleberry Res @ Out-take Struc nr Russellville,ST,35.3745,-93.1890833,S,NAD83,NA,NA,NA,11110202,qw,70953,NA,0,NA,wat,BIO,47076,0,2009-08-17,2019-09-11,38,2009-08-17 UTC--2019-09-11 UTC,10.068446269678306,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258600,BLUE MOUNTAIN LK @ THE NARROWS AR,LK,35.127592,-93.8096432,T,NAD83,NA,NA,NA,11110204,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-18,37,1983-01-26 UTC--1995-05-18 UTC,12.310232717316907,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258699,BLUE MOUNTAIN LK @ SUGAR GROVE AR,LK,35.07731527,-93.8190883,T,NAD83,NA,NA,NA,11110204,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-18,29,1983-01-26 UTC--1995-05-18 UTC,12.310232717316907,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258705,BLUE MOUNTAIN LK NR SUGAR GROVE AR,LK,35.09675917,-93.801032,T,NAD83,NA,NA,NA,11110204,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-18,36,1983-01-26 UTC--1995-05-18 UTC,12.310232717316907,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258900,BLUE MOUNTAIN LK @ ASHLEY CK NR WAVELAND AR,LK,35.1059248,-93.7076957,T,NAD83,NA,NA,NA,11110204,qw,70954,NA,0,NA,wat,BIO,49890,0,1983-01-26,1995-05-18,36,1983-01-26 UTC--1995-05-18 UTC,12.310232717316907,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07259000,"Blue Mountain Lake near Waveland, AR",LK,35.10175784,-93.6507494,T,NAD83,NA,NA,NA,11110204,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-05-17,1995-05-18,50,1982-05-17 UTC--1995-05-18 UTC,13.002737850787137,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07059495,NORFORK LK NR HAND AR,LK,36.2759006,-92.2084884,T,NAD83,NA,NA,NA,11010006,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-15,1995-05-15,35,1982-12-15 UTC--1995-05-15 UTC,12.416666666666668,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07059500,"Norfork Lake near Norfork, AR",LK,36.24923449,-92.2379331,T,NAD83,NA,NA,NA,11010006,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-05-26,1995-05-15,52,1982-05-26 UTC--1995-05-15 UTC,12.968685831622176,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07060710,"North Sylamore Creek near Fifty Six, AR",ST,35.99166667,-92.2138889,S,NAD83,434.99,.01,NGVD29,11010004,qw,70950,NA,0,NA,wat,BIO,0,0,1976-10-20,2015-08-31,2,1976-10-20 UTC--2015-08-31 UTC,38.86344969199179,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,07060710,"North Sylamore Creek near Fifty Six, AR",ST,35.99166667,-92.2138889,S,NAD83,434.99,.01,NGVD29,11010004,qw,70957,NA,0,NA,bio,BIO,47076,0,1993-09-15,2019-09-04,29,1993-09-15 UTC--2019-09-04 UTC,25.971423682409306,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,07060710,"North Sylamore Creek near Fifty Six, AR",ST,35.99166667,-92.2138889,S,NAD83,434.99,.01,NGVD29,11010004,qw,70957,NA,0,NA,wat,BIO,47076,0,1977-11-10,2015-08-31,2,1977-11-10 UTC--2015-08-31 UTC,37.80749486652977,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,07059095,NORFORK LK ON FALL CK AR,LK,36.33534458,-92.2846015,T,NAD83,NA,NA,NA,11010006,qw,70954,NA,0,NA,wat,BIO,49890,0,1982-12-15,1995-05-18,37,1982-12-15 UTC--1995-05-18 UTC,12.424880219028067,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07341295,"MILLWOOD LAKE NEAR SARATOGA,ARK.",LK,33.7390082,-93.9526884,T,NAD83,NA,NA,NA,11140109,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-12-13,1995-08-29,30,1983-12-13 UTC--1995-08-29 UTC,11.710472279260783,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340800,"MILLWOOD LK @ YARBOROUGH LANDING NR ASHDOWN,AR",LK,33.72484204,-94.0182462,T,NAD83,NA,NA,NA,11140109,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-12-13,1995-08-29,33,1983-12-13 UTC--1995-08-29 UTC,11.710472279260783,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340960,"DIERKS LAKE AT CAMP CK. NEAR BURG,ARK.",LK,34.19983314,-94.0896418,T,NAD83,NA,NA,NA,11140109,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-12-12,1995-08-28,33,1983-12-12 UTC--1995-08-28 UTC,11.710472279260783,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07340990,"DIERKS LAKE NR DIERKS , AR",LK,34.14427867,-94.0982525,T,NAD83,NA,NA,NA,11140109,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-06-03,1995-08-28,47,1982-06-03 UTC--1995-08-28 UTC,13.23511293634497,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075602,GREERS FERRY LK NR CHOCTAW AR,LK,35.5231332,-92.4154347,T,NAD83,NA,NA,NA,11010014,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-13,1995-08-23,37,1982-12-13 UTC--1995-08-23 UTC,12.694045174537989,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07075660,GREERS FERRY LK NR EDEN ISLE AR,LK,35.50341168,-92.0923725,T,NAD83,NA,NA,NA,11010014,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-13,1995-08-23,37,1982-12-13 UTC--1995-08-23 UTC,12.694045174537989,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258600,BLUE MOUNTAIN LK @ THE NARROWS AR,LK,35.127592,-93.8096432,T,NAD83,NA,NA,NA,11110204,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-08-24,38,1983-01-26 UTC--1995-08-24 UTC,12.57939767282683,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258699,BLUE MOUNTAIN LK @ SUGAR GROVE AR,LK,35.07731527,-93.8190883,T,NAD83,NA,NA,NA,11110204,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-05-18,29,1983-01-26 UTC--1995-05-18 UTC,12.310232717316907,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,07258705,BLUE MOUNTAIN LK NR SUGAR GROVE AR,LK,35.09675917,-93.801032,T,NAD83,NA,NA,NA,11110204,qw,70953,NA,0,NA,wat,BIO,47076,0,1983-01-26,1995-08-24,37,1983-01-26 UTC--1995-08-24 UTC,12.57939767282683,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
