MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21FLHILL_WQX-155,Chlorophyll,ug/l,222,NA,NA,20.9,Fishhawk Creek at Fishhawk Blvd.,21FLHILL_WQX,21FLHILL_WQX-155,27.854106813,-82.24654133199999,03100204,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Fishhawk Creek at Fishhawk Blvd.,River/Stream,Fishhawk Creek at Fishhawk Blvd.,03100204,NA,NA,NA,NA,27.854106813,-82.24654133199999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-09-17,2017-02-28,424483200,13.451060917180016
21FLHILL_WQX-042,Chlorophyll,ug/l,320,NA,NA,293,Old Tampa Bay S of Center of Courtney Campbell CW Bridge,21FLHILL_WQX,21FLHILL_WQX-042,27.952801,-82.641602,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Old Tampa Bay S of Center of Courtney Campbell CW Bridge,Estuary,NA,03100206,NA,NA,NA,NA,27.952801,-82.641602,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-01-06,2017-06-05,423273600,13.412731006160167
21FLHILL_WQX-108,Chlorophyll,NA,166,NA,NA,NA,Hillsborough River at US 301 bridge,21FLHILL_WQX,21FLHILL_WQX-108,28.150090922000004,-82.22120094800002,03100205,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Hillsborough River at US 301 bridge,River/Stream,Hillsborough River at US 301 bridge,03100205,NA,NA,NA,NA,28.150090922000004,-82.22120094800002,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-01-13,2017-04-18,418521600,13.262149212867902
21FLHILL_WQX-094,Chlorophyll,NA,112,NA,NA,NA,Egmont channel Tampa Bay Buoy R10,21FLHILL_WQX,21FLHILL_WQX-094,27.610001000000004,-82.78320300000001,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Egmont channel Tampa Bay Buoy R10,Estuary,NA,03100206,NA,NA,NA,NA,27.610001000000004,-82.78320300000001,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-03-23,2017-05-16,414892800,13.14715947980835
21FLHILL_WQX-093,Chlorophyll,NA,114,NA,NA,NA,Lower Tampa Bay SW Channel bell buoy 5,21FLHILL_WQX,21FLHILL_WQX-093,27.578899,-82.74410200000001,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Tampa Bay SW Channel bell buoy 5,Estuary,NA,03100206,NA,NA,NA,NA,27.578899,-82.74410200000001,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-02-24,2017-04-17,414806400,13.144421629021219
21FLHILL_WQX-154,Chlorophyll,NA,134,NA,NA,NA,English Creek at SR 60,21FLHILL_WQX,21FLHILL_WQX-154,27.926913243999998,-82.06519923,03100204,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,English Creek at SR 60,River/Stream,English Creek at SR 60,03100204,NA,NA,NA,NA,27.926913243999998,-82.06519923,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-05-19,2017-06-26,413510400,13.103353867214237
21FLHILL_WQX-096,Chlorophyll,NA,58,NA,NA,NA,Lower Tampa Bay 1 mile north of Mullet Key Ship Channel,21FLHILL_WQX,21FLHILL_WQX-096,27.637800000000006,-82.691002,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Tampa Bay 1 mile north of Mullet Key Ship Channel,Estuary,NA,03100206,NA,NA,NA,NA,27.637800000000006,-82.691002,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2001-12-18,2015-01-20,413078400,13.089664613278575
21FLHILL_WQX-140,Chlorophyll,NA,118,NA,NA,NA,Little Manatee River at CR 579,21FLHILL_WQX,21FLHILL_WQX-140,27.662829562,-82.30095378200001,03100203,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Little Manatee River at CR 579,River/Stream,Little Manatee River at CR 579,03100203,NA,NA,NA,NA,27.662829562,-82.30095378200001,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-10-20,2017-06-26,400204800,12.681724845995893
21FLHILL_WQX-166,Chlorophyll,ug/l,244,NA,NA,47.1,Alafia River at Lithia-Pinecrest Rd.,21FLHILL_WQX,21FLHILL_WQX-166,27.87266,-82.21126000000002,03100204,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Alafia River at Lithia-Pinecrest Rd.,River/Stream,Alafia River at Lithia-Pinecrest Rd.,03100204,NA,NA,NA,NA,27.87266,-82.21126000000002,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-06-28,392515200,12.438056125941134
21FLHILL_WQX-155,Chlorophyll,NA,112,NA,NA,NA,Fishhawk Creek at Fishhawk Blvd.,21FLHILL_WQX,21FLHILL_WQX-155,27.854106813,-82.24654133199999,03100204,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Fishhawk Creek at Fishhawk Blvd.,River/Stream,Fishhawk Creek at Fishhawk Blvd.,03100204,NA,NA,NA,NA,27.854106813,-82.24654133199999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-06-28,392515200,12.438056125941134
21FLHILL_WQX-129,Chlorophyll,NA,132,NA,NA,NA,Little Manatee River at SR 674,21FLHILL_WQX,21FLHILL_WQX-129,27.704676891,-82.19781675,03100203,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Little Manatee River at SR 674,River/Stream,Little Manatee River at SR 674,03100203,NA,NA,NA,NA,27.704676891,-82.19781675,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-06-26,392342400,12.432580424366872
21FLHILL_WQX-160,Chlorophyll,ug/l,238,NA,NA,78.9,Rocky Creek at Gunn Hwy,21FLHILL_WQX,21FLHILL_WQX-160,28.065634445999997,-82.56581614299999,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Rocky Creek at Gunn Hwy,River/Stream,Rocky Creek at Gunn Hwy,03100206,NA,NA,NA,NA,28.065634445999997,-82.56581614299999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-04,2017-06-06,391910400,12.418891170431209
21FLHILL_WQX-165,Chlorophyll,ug/l,270,NA,NA,51.8,Hillsborough River at Morris Bridge Rd.,21FLHILL_WQX,21FLHILL_WQX-165,28.098727146999998,-82.311476297,03100205,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Hillsborough River at Morris Bridge Rd.,River/Stream,Hillsborough River at Morris Bridge Rd.,03100205,NA,NA,NA,NA,28.098727146999998,-82.311476297,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-15,2017-06-20,389491200,12.342231348391513
21FLHILL_WQX-163,Chlorophyll,ug/l,260,NA,NA,59.4,Lower Sweetwater Creek at Golden Dr.,21FLHILL_WQX,21FLHILL_WQX-163,28.000098176,-82.551751551,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Sweetwater Creek at Golden Dr.,River/Stream,Lower Sweetwater Creek at Golden Dr.,03100206,NA,NA,NA,NA,28.000098176,-82.551751551,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-02,2017-06-06,389404800,12.339493497604382
21FLHILL_WQX-158,Chlorophyll,ug/l,252,NA,NA,192.1,Double Branch Creek at Countryway Blvd.,21FLHILL_WQX,21FLHILL_WQX-158,28.033874251000004,-82.62169244900001,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Double Branch Creek at Countryway Blvd.,River/Stream,Double Branch Creek at Countryway Blvd.,03100206,NA,NA,NA,NA,28.033874251000004,-82.62169244900001,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-02,2017-06-06,389404800,12.339493497604382
21FLHILL_WQX-161,Chlorophyll,ug/l,244,NA,NA,32.4,Brushy Creek at Gunn Hwy,21FLHILL_WQX,21FLHILL_WQX-161,28.065192968999998,-82.55508443199999,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Brushy Creek at Gunn Hwy,River/Stream,Brushy Creek at Gunn Hwy,03100206,NA,NA,NA,NA,28.065192968999998,-82.55508443199999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-02,2017-06-06,389404800,12.339493497604382
21FLHILL_WQX-164,Chlorophyll,ug/l,202,NA,NA,46.9,Lower Sweetwater Creek -TIA Drain at George Rd.,21FLHILL_WQX,21FLHILL_WQX-164,27.989161566,-82.55057858299999,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Sweetwater Creek -TIA Drain at George Rd.,Channelized Stream,Lower Sweetwater Creek -TIA Drain at George Rd.,03100206,NA,NA,NA,NA,27.989161566,-82.55057858299999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-02,2017-06-06,389404800,12.339493497604382
21FLHILL_WQX-149,Chlorophyll,NA,112,NA,NA,NA,Mill Creek at north side of I-4,21FLHILL_WQX,21FLHILL_WQX-149,28.030294224000002,-82.14066948400003,03100205,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Mill Creek at north side of I-4,River/Stream,Mill Creek at north side of I-4,03100205,NA,NA,NA,NA,28.030294224000002,-82.14066948400003,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-18,2017-05-17,388972800,12.325804243668722
21FLHILL_WQX-163,Chlorophyll,NA,34,NA,NA,NA,Lower Sweetwater Creek at Golden Dr.,21FLHILL_WQX,21FLHILL_WQX-163,28.000098176,-82.551751551,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Sweetwater Creek at Golden Dr.,River/Stream,Lower Sweetwater Creek at Golden Dr.,03100206,NA,NA,NA,NA,28.000098176,-82.551751551,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-04,2017-05-01,388800000,12.320328542094453
21FLHILL_WQX-084,Chlorophyll,NA,28,NA,NA,NA,Middle Tampa Bay 1 mile W of Bahia Beach,21FLHILL_WQX,21FLHILL_WQX-084,27.729,-82.498703,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Middle Tampa Bay 1 mile W of Bahia Beach,Estuary,NA,03100206,NA,NA,NA,NA,27.729,-82.498703,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-25,2017-05-16,388281600,12.303901437371664
21FLHILL_WQX-113,Chlorophyll,NA,134,NA,NA,NA,Little Manatee River at US 301 bridge,21FLHILL_WQX,21FLHILL_WQX-113,27.671629249,-82.352119182,03100203,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Little Manatee River at US 301 bridge,River/Stream,Little Manatee River at US 301 bridge,03100203,NA,NA,NA,NA,27.671629249,-82.352119182,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-04-26,387072000,12.265571526351813
21FLHILL_WQX-132,Chlorophyll,NA,84,NA,NA,NA,Bullfrog Creek at Symmes Road,21FLHILL_WQX,21FLHILL_WQX-132,27.835316135,-82.34613999100002,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Bullfrog Creek at Symmes Road,River/Stream,Bullfrog Creek at Symmes Road,03100206,NA,NA,NA,NA,27.835316135,-82.34613999100002,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-04-25,386985600,12.262833675564684
21FLHILL_WQX-164,Chlorophyll,NA,92,NA,NA,NA,Lower Sweetwater Creek -TIA Drain at George Rd.,21FLHILL_WQX,21FLHILL_WQX-164,27.989161566,-82.55057858299999,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Sweetwater Creek -TIA Drain at George Rd.,Channelized Stream,Lower Sweetwater Creek -TIA Drain at George Rd.,03100206,NA,NA,NA,NA,27.989161566,-82.55057858299999,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-04,2017-04-04,386467200,12.246406570841891
21FLHILL_WQX-013,Chlorophyll,NA,42,NA,NA,NA,Middle Tampa Bay 100 ft. south of Channel F marker,21FLHILL_WQX,21FLHILL_WQX-013,27.811800000000005,-82.523201,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Middle Tampa Bay 100 ft. south of Channel F marker,Estuary,NA,03100206,NA,NA,NA,NA,27.811800000000005,-82.523201,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-11,2017-04-11,386467200,12.246406570841891
21FLHILL_WQX-158,Chlorophyll,NA,42,NA,NA,NA,Double Branch Creek at Countryway Blvd.,21FLHILL_WQX,21FLHILL_WQX-158,28.033874251000004,-82.62169244900001,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Double Branch Creek at Countryway Blvd.,River/Stream,Double Branch Creek at Countryway Blvd.,03100206,NA,NA,NA,NA,28.033874251000004,-82.62169244900001,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-04,2017-04-04,386467200,12.246406570841891
21FLHILL_WQX-092,Chlorophyll,NA,112,NA,NA,NA,Lower Tampa Bay SW Skyway Buoy R70,21FLHILL_WQX,21FLHILL_WQX-092,27.5737,-82.68679799999998,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Tampa Bay SW Skyway Buoy R70,Estuary,NA,03100206,NA,NA,NA,NA,27.5737,-82.68679799999998,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,081,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-25,2017-04-17,385776000,12.224503764544831
21FLHILL_WQX-090,Chlorophyll,NA,70,NA,NA,NA,Lower Tampa Bay 1.25 mi south of Mullet Key,21FLHILL_WQX,21FLHILL_WQX-090,27.625999,-82.59149900000001,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Tampa Bay 1.25 mi south of Mullet Key,Estuary,NA,03100206,NA,NA,NA,NA,27.625999,-82.59149900000001,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,12,081,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-25,2017-04-17,385776000,12.224503764544831
21FLHILL_WQX-024,Chlorophyll,NA,68,NA,NA,NA,Lower Tampa Bay 100 yards north of Sunshine Skyway,21FLHILL_WQX,21FLHILL_WQX-024,27.588399999999996,-82.619301,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Lower Tampa Bay 100 yards north of Sunshine Skyway,Estuary,NA,03100206,NA,NA,NA,NA,27.588399999999996,-82.619301,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,081,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-25,2017-04-17,385776000,12.224503764544831
21FLHILL_WQX-115,Chlorophyll,NA,100,NA,NA,NA,N Prong Alafia River upstream of confluence w/ S Prong,21FLHILL_WQX,21FLHILL_WQX-115,27.86293591,-82.137010093,03100204,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,N Prong Alafia River upstream of confluence w/ S Prong,River/Stream,N Prong Alafia River upstream of confluence w/ S Prong,03100204,NA,NA,NA,NA,27.86293591,-82.137010093,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-03-29,384652800,12.188911704312112
21FLHILL_WQX-046,Chlorophyll,NA,28,NA,NA,NA,Old Tampa Bay southeast of power plant,21FLHILL_WQX,21FLHILL_WQX-046,27.990399999999998,-82.65930199999998,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Old Tampa Bay southeast of power plant,Estuary,NA,03100206,NA,NA,NA,NA,27.990399999999998,-82.65930199999998,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,12,103,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-01,2017-04-10,384566400,12.186173853524982
21FLHILL_WQX-014,Chlorophyll,NA,48,NA,NA,NA,Middle Tampa Bay between markers 5F and 67,21FLHILL_WQX,21FLHILL_WQX-014,27.778,-82.52030199999999,03100206,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Middle Tampa Bay between markers 5F and 67,Estuary,NA,03100206,NA,NA,NA,NA,27.778,-82.52030199999999,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-02-08,2017-04-11,384048000,12.169746748802192
21FLHILL_WQX-107,Chlorophyll,NA,36,NA,NA,NA,Baker Creek at Thonotosassa-Plant City Road,21FLHILL_WQX,21FLHILL_WQX-107,28.047914838,-82.26789792100001,03100205,21FLHILL_WQX,Environmental Protection Commission of Hillsborough County,Baker Creek at Thonotosassa-Plant City Road,River/Stream,Baker Creek at Thonotosassa-Plant City Road,03100205,NA,NA,NA,NA,28.047914838,-82.26789792100001,NA,NA,seconds,Interpolation-Photo,NAD83,NA,NA,NA,NA,NA,NA,US,12,057,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-01-19,2017-03-22,384048000,12.169746748802192
